"Decision","SourcePath","ReleasePath","ArchivePath","SizeBytes","SHA256_Source","SHA256_Release","SHA256_Archive","Reason"
"COPIED","Clean data\BRAND_D\brand_d_bangla.py","src\preprocessing\brand_d_bangla.py","archive\original_scripts\Clean data\BRAND_D\brand_d_bangla.py","666","3218BACF6674FE3237170BB1ED7CACAB74E8DFDFD577485CD8DB073FF84CE984","9F40146BF768E25E8DC807CCCB76375C165F82D88369C952490CFAE67C48E14F","9F40146BF768E25E8DC807CCCB76375C165F82D88369C952490CFAE67C48E14F","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","Clean data\BRAND_D\brand_d_cleaning_ROBERTA.py","src\preprocessing\brand_d_clean_roberta.py","archive\original_scripts\Clean data\BRAND_D\brand_d_cleaning_ROBERTA.py","931","324932ED6E23068AF7D104A608F7AD95F250D4B681B0F910DC6CA700D3496905","620BE152CC7ADA322B7C36DD39DE5BA8CFED72298FDC33283A7F7D8E229E7A76","6A77EE3FC9D1303A2D1BA3FA0857A94682028EE10C17188D8F7543B9950C8F63","Modified for this release: see docs/CODE_CHANGES.md, 'Defects repaired' / 'Two more defects found'. Original (source) hash preserved above; archive/ copy is untouched (still matches SHA256_Source)."
"COPIED","Clean data\BRAND_D\brand_d_cleaning_VADER.py","src\preprocessing\brand_d_clean_vader.py","archive\original_scripts\Clean data\BRAND_D\brand_d_cleaning_VADER.py","1000","E0C31157B1853670E296D32B3C0845A5A445E1B04C438D4CEEB8D721F63CA1CD","B7E50E57A00D8DBE2585CCC4B16140DEB8E0455C5C5CBC7D9C21C1B040E1F8B8","502F9F3B223C30FBBC3077CBFD322023BF453CB6BD52E999FA0E0FF0D8280220","Modified for this release: see docs/CODE_CHANGES.md, 'Defects repaired' / 'Two more defects found'. Original (source) hash preserved above; archive/ copy is untouched (still matches SHA256_Source)."
"COPIED","Clean data\BRAND_D\brand_d_translated.py","src\preprocessing\brand_d_translated.py","archive\original_scripts\Clean data\BRAND_D\brand_d_translated.py","689","CCC3ED44E35934EEBA32915244CE6F7B5ACF7FC6B0F8C436E9FD7BC37A2ADA04","727CA3823A8C0A60CB761D924A02EDE5843279780FBF6A82B9815BC1729CCB32","727CA3823A8C0A60CB761D924A02EDE5843279780FBF6A82B9815BC1729CCB32","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","Clean data\BRAND_E\brand_e_bangla.py","src\preprocessing\brand_e_bangla.py","archive\original_scripts\Clean data\BRAND_E\brand_e_bangla.py","666","A842DCE48CEDF4FA0A41C3C69407B26AD616D25FE450BBC683131F11230A3021","02080C2A429E4499BF1002C334F0A867A5703EBB31CF96FD08D0F5615A1B193D","02080C2A429E4499BF1002C334F0A867A5703EBB31CF96FD08D0F5615A1B193D","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","Clean data\BRAND_E\brand_e_cleaning_ROBERTA.py","src\preprocessing\brand_e_clean_roberta.py","archive\original_scripts\Clean data\BRAND_E\brand_e_cleaning_ROBERTA.py","931","54BBCD14CC4826A94AF66A748F84EE61ACA47F0991CE53A4676DEE94CF02C52B","3CA617105D24EF7DD62FA6BC3F9D4BE9BDC2CFAE1E28EA0B0B2930EA1CC0D04E","3CA617105D24EF7DD62FA6BC3F9D4BE9BDC2CFAE1E28EA0B0B2930EA1CC0D04E","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","Clean data\BRAND_E\brand_e_cleaned_VADER.py","src\preprocessing\brand_e_clean_vader.py","archive\original_scripts\Clean data\BRAND_E\brand_e_cleaned_VADER.py","996","4BF6240B72B3362888C81104C08D43EABFF7AF9798255BC3D7CB405E118D6D5F","9A2BD897AFF6CEADC66AD00DACECFC675E57391EBC1C90FCC63C96D06A2EA40B","9A2BD897AFF6CEADC66AD00DACECFC675E57391EBC1C90FCC63C96D06A2EA40B","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","Clean data\BRAND_E\brand_e_translated.py","src\preprocessing\brand_e_translated.py","archive\original_scripts\Clean data\BRAND_E\brand_e_translated.py","689","CCFF670BA86CB46FA8DCF3397BF8A0388FF275F77751A7E05C9C18BCE53B039C","FDDBD61995F794E1471851F883EEE6B833FBC35B4ED5ED148C810CA0EEDCE78F","FDDBD61995F794E1471851F883EEE6B833FBC35B4ED5ED148C810CA0EEDCE78F","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_A(ROBERTA)\roberta.py","src\roberta\brand_a_roberta.py","archive\original_scripts\BRAND_A(ROBERTA)\roberta.py","1958","F1A4B326DBF550B946D4727CDC272C7EE08F7781A95F79199E4F053DC704B692","5A13663D683DD1376BD7E7CA7668BE0FE2C53D73549BF71E3A752FE10283A979","5A13663D683DD1376BD7E7CA7668BE0FE2C53D73549BF71E3A752FE10283A979","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_B(ROBERTA)\roberta.py","src\roberta\brand_b_roberta.py","archive\original_scripts\BRAND_B(ROBERTA)\roberta.py","1958","A4A152E4BD75BAE70E713E9CE11CFB07311A66A42C53753B7D326507A2381F57","83A6398F2BBCD1D6F543D1203B867480CBD7B1EB38B5D7B55CE5D2CE2BC72B41","83A6398F2BBCD1D6F543D1203B867480CBD7B1EB38B5D7B55CE5D2CE2BC72B41","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_C(ROBERTA)\roberta.py","src\roberta\brand_c_roberta.py","archive\original_scripts\BRAND_C(ROBERTA)\roberta.py","1958","1D25B0DF760AE16F75CBC022E74EB468A00557C88B27247DB0F000883668F688","7E5123B531709ABBEEC010ACDEF320B908FEF036A4206871CA6E89AA475F4372","7E5123B531709ABBEEC010ACDEF320B908FEF036A4206871CA6E89AA475F4372","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","ROBERTA (BRAND_D)\roberta.py","src\roberta\brand_d_roberta.py","archive\original_scripts\ROBERTA (BRAND_D)\roberta.py","1958","83E1BA7D80C11BDD5A1872FAE113E6CF176FFE3C98143290EC1375E29A7CFFF4","CE70B1A55921F5D7E0DF9CE73652014186292BDCAF940F174F3D11BA0BE3249F","15FC3EB8B43BE94ADAB4991D795320F0C4E56DDC3D573270E181B1A8FC49889F","Modified for this release: see docs/CODE_CHANGES.md, 'Defects repaired' / 'Two more defects found'. Original (source) hash preserved above; archive/ copy is untouched (still matches SHA256_Source)."
"COPIED","BRAND_E(ROBERTA)\roberta.py","src\roberta\brand_e_roberta.py","archive\original_scripts\BRAND_E(ROBERTA)\roberta.py","1958","C23B3F7FA546BF34E74BE1877FCA7CCA70DE165EB3623970B4E382E79E6C47E8","F5245DCE6EA623B90625EC02226FE7CB086627EC1FC847266D59CA457AEF8036","F5245DCE6EA623B90625EC02226FE7CB086627EC1FC847266D59CA457AEF8036","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_A(ROBERTA)\CSV_to_excel.py","src\utilities\brand_a_csv_to_excel.py","archive\original_scripts\BRAND_A(ROBERTA)\CSV_to_excel.py","257","C8B3DA01FD2BA9DF89ABC64C298F1D8EBDC07AD9E93FDF9316F5BE2EA3A180B0","487E6B6AC43CE473F0CB29577F77319D03CF32D3CA0AAE0885E67A2B53F0D320","487E6B6AC43CE473F0CB29577F77319D03CF32D3CA0AAE0885E67A2B53F0D320","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_B(ROBERTA)\CSV_to_excel.py","src\utilities\brand_b_csv_to_excel.py","archive\original_scripts\BRAND_B(ROBERTA)\CSV_to_excel.py","263","17384283F357270C46FA8D1FA2AC1FD61356BF6AE695ACA034B10F8FC379743D","8748F4CD563418D2F15A294E88BDD40C87F4B4F4A479F076D3F9F1E19F4FEB1E","8748F4CD563418D2F15A294E88BDD40C87F4B4F4A479F076D3F9F1E19F4FEB1E","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_C(ROBERTA)\CSV_to_excel.py","src\utilities\brand_c_csv_to_excel.py","archive\original_scripts\BRAND_C(ROBERTA)\CSV_to_excel.py","257","E1FEC29AA50C0DCB061458A9EB6FFA1879E766C78DDD6A4C8D1E3DB41E4AA9C0","64852E575533B5F13F396C547D1AA12CC54CAF10A3D174DB76FD89571EF4EC6A","64852E575533B5F13F396C547D1AA12CC54CAF10A3D174DB76FD89571EF4EC6A","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","ROBERTA (BRAND_D)\CSV_to_excel.py","src\utilities\brand_d_csv_to_excel.py","archive\original_scripts\ROBERTA (BRAND_D)\CSV_to_excel.py","251","DFFE141C62C15A8EEAFCFC9D91D4606BB5AD8DB05AC257294A1CD168D0CC856E","146C017FCB2AF01E32D978E37957589AC0F372891EB4E79354861EB66A336B20","146C017FCB2AF01E32D978E37957589AC0F372891EB4E79354861EB66A336B20","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_C(VADER)\excel_to_CSV.py","src\utilities\brand_d_excel_to_csv.py","archive\original_scripts\BRAND_C(VADER)\excel_to_CSV.py","112","E3433DB988879E2E80CACBB0F920F2E6D2E7DABE9274CCA94DF80FEDF2BC7B25","182C593CC06B84535E8115C65F28CC4BA81199E1716B7E3EBBEF223518F40BE3","182C593CC06B84535E8115C65F28CC4BA81199E1716B7E3EBBEF223518F40BE3","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_E(ROBERTA)\CSV_to_excel.py","src\utilities\brand_e_csv_to_excel.py","archive\original_scripts\BRAND_E(ROBERTA)\CSV_to_excel.py","257","83A9B98E6FC7C7F96D4D9D2A05B38411B7C45D33B8D056A353242C5DA97D4A1B","1249C0D95C074708622272237F1E107001C6E16ABD2A09769B55EAF09C511E6F","1249C0D95C074708622272237F1E107001C6E16ABD2A09769B55EAF09C511E6F","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_A(VADER)\vader.py","src\vader\brand_a_vader.py","archive\original_scripts\BRAND_A(VADER)\vader.py","1459","3D4572AF4A4D1C3FC012A2B1BE83660B34CEFB04F38FF72976EBF7307CB53621","A60F55F8F664B8E61EE9F2B45C6EE2A930E6BFA5DCCE21B0C581159A1E8883B4","A60F55F8F664B8E61EE9F2B45C6EE2A930E6BFA5DCCE21B0C581159A1E8883B4","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_B(VADER)\vader.py","src\vader\brand_b_vader.py","archive\original_scripts\BRAND_B(VADER)\vader.py","1461","F607F3A9B0A1650AC4FB41F07962E0F15C656868FDF245E83C40E871C7BF918C","28AD2E5209ECA8B804FABB2711280CF0B92ADFB3BD4965B5907DC36F5217E81B","28AD2E5209ECA8B804FABB2711280CF0B92ADFB3BD4965B5907DC36F5217E81B","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_C(VADER)\vader.py","src\vader\brand_c_vader.py","archive\original_scripts\BRAND_C(VADER)\vader.py","1457","E64246994969F76DB4E59FC81242E26251AE7C31939114282E54C8C292EB88B7","8F1234E63CDA214775B13C87BE48294E2523451E7DCD780E9990AB9BF99AE855","8F1234E63CDA214775B13C87BE48294E2523451E7DCD780E9990AB9BF99AE855","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","VADER (BRAND_D)\vader.py","src\vader\brand_d_vader.py","archive\original_scripts\VADER (BRAND_D)\vader.py","1462","AFFDEB5CD6FFD912D64278491C0ECE1BA1BB2134290E956EFD01B96C6C7ADD27","1243E7C4B8BEFBD2C847BBF9D5A4927BC09D30547446C61D99B86D7C3799C748","1243E7C4B8BEFBD2C847BBF9D5A4927BC09D30547446C61D99B86D7C3799C748","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"COPIED","BRAND_E(VADER)\vader.py","src\vader\brand_e_vader.py","archive\original_scripts\BRAND_E(VADER)\vader.py","1459","2B231FA2C5B3DDE4629C3DF8B5B184731808E55CC3DBCCAA5F3DFC05D6598C94","399DCE025F37FB7C988D890EF79D6E69F32B1E8E7A642DF6E1E93AC4C911422F","399DCE025F37FB7C988D890EF79D6E69F32B1E8E7A642DF6E1E93AC4C911422F","In-scope manuscript script (VADER/RoBERTa/Banglish/preprocessing/utility); copied unmodified, renamed for src/ layout; untouched copy kept under archive/original_scripts/. See docs/CODE_CHANGES.md."
"EXCLUDED","BRAND_A(ROBERTA)\brand_a_ROBERTA.xlsx","","","270239","8ACA1202646ED2E309887C41301E891F31B581F812DEC1C0B8480DE4F984B10B","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_A(ROBERTA)\brand_a_cleaned_ROBERTA.csv","","","279169","73F22739228E4AAAB1DC23221C1141C775F66B8D0C80C2FA643B0853C1063656","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","BRAND_A(ROBERTA)\brand_a_roberta_final.csv","","","394375","7D66262EBC65EB5DA01B3B5CC81EAC922C20C75381F26DB2E52860C6C78917D2","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_A(ROBERTA)\score vs stars.png","","","24927","3154554557052E6A17719A21F5968DFE072E0C4C1B6A49F0099843E649D1B228","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_A(VADER)\brand_a_VADER.xlsx","","","219467","F3AC58345DC1EF74DC337C919852BF1A5DE0626D8AC83CE353E940EFDAA19F9B","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_A(VADER)\brand_a_cleaned_VADER","","","269330","675BDCD25BAF7DB13DBCCD21B237DBEA489A1979FFC5D770BC2EB8BCCE705BF2","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","BRAND_A(VADER)\brand_a_sentiment_output.csv","","","332198","3B20CFC824A6AFBBBFED8E7E18717DB90F18D021C01AF2A3DD2633E60C395D01","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_A(VADER)\consumer vs star.png","","","19991","7A82106546B407A97819CF6CD460E9EF413AD7909BB438085E37D2A6B057CDD3","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_A(VADER)\score vs star.png","","","20103","92B33520C4CED7422686E448708A67475AFD91238AFE5CA907307A3DA6A25084","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_B(ROBERTA)\brand_b_ROBERTA_final.xlsx","","","309335","31F8963055890344C2BE5313FD37D710D35526FF78BA883286AF66A739A8EC10","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_B(ROBERTA)\brand_b_cleaned_ROBERTA.csv","","","372955","CA7CD5533145CDDC277001081199D4841D3A5C02259020EE75510052712B8139","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","BRAND_B(ROBERTA)\brand_b_roberta_final.csv","","","488088","88D11F3A20061BEF277E420FFA80A1080A0B67EC50F1CDB59BE7B707FE90A39B","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_B(ROBERTA)\score vs stars.png","","","24832","06BC9A74D0EEFB95169AC2A9C832607C8F2AC6B49DBB73B6AEAD7D3C583B545E","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_B(VADER)\brand_b_VADER.xlsx","","","253484","B18A3C5836DEE08E789923D2B8FA374C2FB06FFC2ABF62DEBF13BFE2D72EC96E","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_B(VADER)\brand_b_cleaned_VADER.csv","","","356048","D2757529C948F3AAD09548E56C325F1338218486FE2C35E8644DD59912EAABAB","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","BRAND_B(VADER)\consumer vs star.png","","","19018","FAAB408C549934FCC621683AC880731E009FC0C9F067727B825A38F9914BECB1","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_B(VADER)\final_sentiment_output.csv","","","419396","0481CCAD5E88CEFB238755D5B2E04FDB559B97594BD9C107F76F8AA3B4AF8737","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_B(VADER)\score vs star.png","","","20154","85BD234DA44F1AEFC7D6988ED7CDAC9FEB8A4B16F613E19035F0264FA2D4B2F8","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_C(ROBERTA)\brand_c_ROBERTA.xlsx","","","312518","3EAC852819A525BBDB6AF86593EACCEAC4620B3BF4DD27381F2E5BA641BB69EA","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_C(ROBERTA)\brand_c_cleaned_ROBERTA.csv","","","316280","7DDA7389398EADAEA9883661DA24C8D3ADFB8A6233EE0EB11A17A500F6EA5F86","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW / HOLD_FOR_ZENODO_AND_RIGHTS_REVIEW): row-level review data with reviewer name + raw review text (and, for raw files, a per-review URL). See data/README.md."
"EXCLUDED","BRAND_C(ROBERTA)\brand_c_roberta_final.csv","","","427146","CFBE79466F5D65E89CF8CA56893B9956881DD54C96717B9BBBAE1CFC5E13302F","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
"EXCLUDED","BRAND_C(ROBERTA)\score vs stars.png","","","24791","42AC9E20F33A1AFB520604C198E75A98EF0B372E5F9B7A1506A15EC60D06A304","","","Excluded: this release ships no results/figures or results/tables at all, by policy -- see results/README.md and RELEASE_NOTES.md."
"EXCLUDED","BRAND_C(VADER)\brand_c_VADER.xlsx","","","252817","E13C8F02E0BD431915A5F2E6CAE929F3621139F349109D33F66CD7545EE9C4B6","","","EXCLUDE (HOLD_FOR_PRIVACY_REVIEW): scored output retains reviewer name + raw review text alongside model scores."
